,tweet,class
3093,im whenever feel like im til monday put two weeks flip bird mannn,2
3094,curse avi coke hes fag hasnt put yet,0
3095,pay taxes teabaggers,2
3096,lmfaoooo bitch dont start okay bitch,1
3097,get done running train bitch thats period thats nasty,1
3098,thuggery cheating talking trash whos besides jameis isnt nd middle cheating issues,2
3099,almost got see white boy get beat around today ran like bitch,0
3100,distant chugs end dried remain perfectly heavy guitars ever recorded,2
3101,see brunos bitch ass twitter wtf brunos sees drake voice,1
3102,northkorea called barack monkey lol rt shoe fits cause sure looks like married one,2
3103,actually choose ugly bitch ass must fat,1
3104,dad genuine happy guy kids arent niggers though jimmy nigga eva,0
3105,el negro,2
3106,dont let side bitch settle might headbutt evelyn,1
3107,jealous bitches like dont subtweet hoe,1
3108,throwing lamps bitches need lighten true dat,1
3109,running around town delivering food people takes trash perfect boyfriend,2
3110,groves trash imo,2
3111,dont suck tho youre mad youre trash carried always points,2
3112,uncle charlie got thru lip singinghaha,2
3113,blessjesus crown head sole feet,2
3114,niggress thinks shes human,0
3115,klains real sole job dampen mushrooming bad pr political fallout heading nov election,2
3116,bitchthey need lock yo ass sayin stupid shit like,1
3117,sister shittin hos wodeh bout dat action,1
3118,pic red bone braids tiger back sale,2
3119,special time place decaf coffee never trash familys motto java habits,2
3120,ur fag,0
3121,cause im tired big bitches coming us skinny girls,1
3122,indigenouspeoplesday right redskins lot queens right nomg sofunny,2
3123,hate football faggot,0
3124,else thinks lip biting fucking sexy bitch bite hard put hoe,1
3125,older men cause theyre mature supposed fool us bitch,1
3126,philhughes nyy better ur whole team,2
3127,gt get past boot camp go active years see really daily liberal pussy,0
3128,hahaha made ya eat crow,2
3129,loyal bitch burbs without daddy issues like finding holographic mewtwo sounding like lol,1
3130,couldnt hit woman penis pussy dont care sexy rich,1
3131,bruh im tired niggas retweetin miley cyrus naked bitch aint types bad lmaooo,1
3132,yankees red sox scoreless play nd inning bambino watching,2
3133,oxtails yellow rice blasphemy boneless,2
3134,ol dirty foot ass bitches funny,1
3135,welcome movement anyone gets even minor publicity queer fed jew well according internet,0
3136,paul thinkin bout gettin rentals da weekend oooh shit bitches betta stay da streets,1
3137,yankees never someone wear single digit uniform season wow shows epic organization,2
3138,nowthat bird one gods creatures,2
3139,good morning lightskin dyke bitches steven segal ponytails,0
3140,bad bitches go fun,1
3141,dont hoes,1
3142,derrrrrrr st songs actually good compared trash shes showman omg,2
3143,would cripple military,2
3144,retarded bruh lol,0
3145,real mvp thats wat ya bitch said finished,1
3146,feel like twerking yo pussy stank,1
3147,pretty boy face awee thanks faggot,1
3148,sniff perved scally lad fuck yeah,1
3149,oh wait get photo playin creeds side project bad yeah fob embarrassing,2
3150,want obsessed someone want someone obsessed methen u might kill bitch,1
3151,would want pussy side burns thats good question hahahahaha,1
3152,niggers,0
3153,hitler didnt finish u nigger ur jew confronts u street,0
3154,well got see pompom pete,2
3155,kept border open disease central america lowest workforce part since carter yep real boon nc,2
3156,dont trust niggas bitches,1
3157,cant owe shit ion trust niccas,0
3158,rt teachers abuse position theres teaching discipline theres cunt cunts,0
3159,im redneck crazy,2
3160,baby ill whisper vietnamese soft like ching chong ting long,2
3161,grass greener side fence course also soggy septic field,2
3162,find new hillbilly spiritweek,2
3163,couldnt find anything hold hair let alone put pony inno bitch said post busted pic,1
3164,genius politically correct term would intellectually disabled highly offensive use word retarded,2
3165,loud bitches annoy,1
3166,tbt precious gook baby,2
3167,trash yr hell waive lol,2
3168,inna di ghetto alone lmaoo,2
3169,torch drain cause either high lost one niggas finessed hoe fuckkkkk ittt,1
3170,might rt yall females pussy wet cause cried smh,1
3171,jihadis bragging massive bombing sadr city baghdad iraq onslaught,2
3172,ur sassy white trash change ur username,0
3173,shut yo beaner ass spic hop faggot ass back across border little nigga go listen pitbull,0
3174,nobody judging birds account wouldnt even cause ripple ocean,2
3175,someone gave nip baileys irish cream coffee use withsuggestions,2
3176,decide damara make gladiola gorgeous rustcolored ones coming,2
3177,rayrice bitch justsaying,1
3178,forgot youre bull said yeezus good jcole trash,2
3179,thats cute fuzzy onehehehe,2
3180,wardrobe consist mostly leggings yous hoe guilty,1
3181,miley really got knocked juicy j shit wild didnt say u say ratchet pussy juicy j cant,1
3182,lmao dude said would get commitment saudi arabia jordan crow taste proof full,2
3183,monkey poor bottles,2
3184,nope got lucky washing slopes gonna make little rough combining feeling fortunate today,2
3185,fucking hate coon ahh uncle,0
3186,somebody please choke fucking retard keeps yelling mashed potatoes tool pgachampionship,0
3187,dumb black bitch getting cards picture made fucking mad ruined day,0
3188,rt think dem hoes lahhh regularmy co worker messing omarion bm,1
3189,hope future wife ever might sleeping studying instead hoe right nigga shutcho asss,1
3190,ate oomf pussy,1
3191,south us white trash,0
3192,already yellows last years combined indycar honda,0
3193,welfaregovernment aid claimed white people yall black slander trash,2
3194,kanye might first nigga successfully save hoelol original tweet,1
3195,boy told lyssa make yes bitch need em,1
3196,rt stupid redneck animal husbandry mean get hitched blue tick hound misty,0
3197,would yall lil ugly bald headed bitches stop making makeup amp weave,1
3198,yo bitch gucci mane rt bitch stoner,1
3199,live south lot pop lives rhode island hardly niggers,0
3200,roberts fuckin fag smack shit outta,0
3201,go back mutt rev style course would necessitate running dog adopting,2
3202,throw faggot word smh smh smh,0
3203,none us went prestigious establishments clearly superior fucking retards,0
3204,zimmerman comin yo life bitch,0
3205,big ass smile eyes chink,0
3206,rtin shit pussy joke youd end like rest show chicken shit mother fucker,0
3207,dear utah polynesians stop acting black speaking ghetto speak fob aint ghetto niggaz,0
3208,lmfaoooooooooooooooooo pussy good mama dont like guess gotta gomy mama,1
3209,recipe calls leftover brownie hell leftover brownie thats brownie havent eaten yet,2
3210,rt bitch know got games phone,1
3211,wise decisionthis alfie must right mong,2
3212,naw im trash keep ya pity hugs,2
3213,dej loaf ever bitch wc today takes lil juice bitches want,1
3214,stop bringing weird niggers mentions,1
3215,yall defense trash,2
3216,wow putting whole manifesto using twitlonger canadian hey hoserhow many adopt,1
3217,swear anon fags go protests take pictures post twitter look therelike,0
3218,like brownies,2
3219,better nig lol anything ill flip u something im tryna get cash,0
3220,thingsthatgetsonmynerves needy hoes ratchet hoes sideline hoes beggin hoes dumb hoes looking love facebook hoes,1
3221,dont love hoes,1
3222,oh shut faggot get disease overused twitter,0
3223,god would sell nuts watch lebron tear acl right watch pussies kill,0
3224,bitch get dem feelings get new dick,1
3225,bitches nigga want another nigga wcw bitch dont work like,0
3226,arroz con pollo,2
3227,rt lmfao rt watching porn amp beating amp yo homie text u amp show name banner youre faggot,0
3228,bitch u ugly hoe,0
3229,gots da bet da msnbc wit dat colored reverend listen coloreds else missing,0
3230,like talking faggot nicely way fag,0
3231,rt stop flattering bitch fan ceiling,0
3232,whats faggots bet yall thought youd seen last,0
3233,amp bitches bound get hurt cause lotta niggas playinhell yeah,1
3234,tweetlikepontiacholmes pontiac sprinkler nigga nigga nigga nigga spic spic spic spic nigga nigga nigga nigga,0
3235,must bitch sike naw always beefing,1
3236,light tender yellow butter cake classic boiled icing traditionally made burnt sugar,2
3237,chik fil hipotle trash taco bell give runs,2
3238,pornandroidiphoneipadsexxxx bigtits cute preggie slut big tits plays swollen pussy,1
3239,niggas hoes man swear,1
3240,wish bae got hoes tho,1
3241,mins n pick trash meijernow u guys understand took shots trip,2
3242,read wo slant orig statement said everything havethat extreme comment made,2
3243,whats going pick selectionsunday watchlikeaking dis make colored folk happy,2
3244,vienna sausage clit suck dat bitch dont yall eva believe colored man dont eat pussay,1
3245,hahahaha youza fuck wigger,0
3246,hoes thinking meat wont slap ass ainna bruh,1
3247,peel peel bring back rewind back im move shaq line ooooow tf said trash,2
3248,honesty ask ugly hoe,1
3249,people refer girlfriend bitch know sounds mean lol,1
3250,smoke weed public fuck cops man wanna dont run come retarded,1
3251,explore pussy,1
3252,none business nigga get im living lol im stealing one bitches k,0
3253,dat damn dog eats betta den colored folk,2
3254,def cowboy lol rt terrell owens best eagle amp cowboy ever dude cried like bitch tv romo,1
3255,hi bitch bitch bye bitch,1
3256,gun sales skyrocketed gun crime fallen sharply claim contrary using fuzzy math,2
3257,cussed fat redneck last day yolo,0
3258,good pussy nigga like funniest thing ive ever seen tl,1
3259,exactly folks cant favor get lovely old stadium,2
3260,said dont like tastes like wolf pussy even know tastes like,1
3261,fuck faggot,0
3262,late night phone convos hoomie nigga gook,0
3263,hoe hitting,1
3264,rt else hated bitch nigga,0
3265,happy cuz woke white nigger,0
3266,maybe baylee ann tater pud nurse fester charlie chainsaws amp mama rot team next time punishermaxd,2
3267,diaval gets pass virtue mostly bird,2
3268,know shoes dirty fuck whatever bitch dont call like negro one first things look shoes dog,1
3269,make salad vegetables bitch give break potato salad,1
3270,youre fag,0
3271,lookin good mick,2
3272,father born nanticoke attended lehigh im ct yankee love pennsylvania dutch cooking,2
3273,fat bitches fat bitches heeeey,0
3274,oomf hoe hopper,1
3275,yellow bone oh easy wit da name callin b,2
3276,im funky ass honkey shout tonight cabaret jttour,1
3277,ol bitch ass,1
3278,want clams half shell,2
3279,ur brother looks queer ugly,0
3280,rt shoot pussy ima beat face asphalt,0
3281,deserved victory elite awaits orange army sweet disgrace collegehoops ill back next time hoosiers,2
3282,also hiccup jihadi propaganda portray ones willing die cause,2
3283,asains take wu tang clan draft suppose half breed like fallinginthedraft,2
3284,niggas fucking gay try cancel saying nah bros cool nahhhhhaahahahaha faggot bruh,0
3285,txt old bitch new bitch pussy wetter,1
3286,roberto one nasty hoe,1
3287,fags,0
3288,black cops want kill white citizens spic cops want kill anglo citizens zigeuner cops rapists,0
3289,birds feather stand peta stand sanity,2
3290,boy yung thug fag,0
3291,sleep guys doesnt mean gonna fuck trust youre bitch denying pussy,1
3292,mo bitch special ed darlene backatown gn,1
3293,ill scream france tom iu iubb hoosiers creanandcrimson,2
3294,run cp community local cops treat ppl like trash hate makes ppl think waste,2
3295,big night hoosiers iubb big pacers nba indiana hoosierstate paulgeorge codyzeller,2
3296,fuckin roasted faggot,0
3297,go take summer binging alll fly bitches bless atl turnup thank,1
3298,think worst advice gave dont pussy speed lol,1
3299,sir please go text mexican bitch im finna deal witcho childish ass,0
3300,moke,2
3301,nigga know hacky sack hoes nah throw look passes lmao,1
3302,oreo ice cream cake,2
3303,wouldnt know fag,0
3304,niggas want pussy aint giving lies dilemma thats cool,1
3305,hoes control,1
3306,ignorant cunt,0
3307,old bittersalty ass niccas make flesh crawl bones bitches dontarguejustacceptit,0
3308,mt goauche monkey oldpainting vinyl jazz lounge,2
3309,know feeli never thought id see sox win lifetime hope use ants yankees hook see game,2
3310,richnow doesnt show hella tinder hoes im friend anymore chill brought like like prople,1
3311,good leave stupid faggot,0
3312,congrats youve turned hoe housewife dont get shitty guys start singing hit first butthatsnoneofmybusiness,1
3313,feel way new england patriots amp new york yankees unlike u ive worked boston amp nyc texas prison upgrade,2
3314,teanna trump probably cleaner twitter hoes,1
3315,yall think ok faggots want us cool,0
3316,bitches dont care play role,1
3317,splashgang pussy naz ay tried tell naz,1
3318,happy bday bitch ass nigga preciate bitch roll,1
3319,new flame song yr lol bitch super run like,1
3320,dont problems zak seem like faggot,0
3321,questioniaskmyself slapping hoe tuh solve something ima leave alonei never usually listen,1
3322,niggers,0
3323,well hes cunt suck ass,0
3324,watching nigger movie menacesociety trying learn enemy good reconnaissance,0
3325,nationaldoughnutday bitch get,1
3326,heard green tea makes lose weight imma coon explains watermelon,2
3327,look nigger ass nigger shit right,0
3328,band white trash white trash would buy album,0
3329,good read gt rt cat thinks youre huge unpredictable ape,2
3330,always eli stupid hick hayseed look face giants fans kill yaselves gonna,0
3331,daggone twins kick notch time beat yankees,2
3332,harm pussy instead rt missing yrold usc medical student last seen tuesday may harm,0
3333,rt aint bout murder game pussy nigga shut gang,0
3334,boringamphack allah mohamed also fagsplease mention welldid god take away balls punishment,0
3335,shut chink,0
3336,breakfast fried chicken jerk chicken tater tots white rice nd press yellow rice nd beans mac nd cheese,2
3337,im dead hoe idk felt like flaming lol,1
3338,yeahi dont think injuns think redskins politics alcoholism washingtondc,2
3339,ifwedate eat da pussy better lesbian,1
3340,blaxican,2
3341,pornandroidiphoneipadsexxxx hiddencams candid pussy shots hidden c,1
3342,lames crying hoes thats tears clown,1
3343,im partial faggothomoboth fairly describes sick twisted assholes,0
3344,honeybadger bitch,1
3345,flaming faggots publicly state want everything handed like fuck dude get bottom ass something,0
3346,seh pussy wetter shower curtainahmesehwetnessltlmao,1
3347,like put looking race colored glasses,2
3348,speak colored thinks love,2
3349,haha imma catch ebola trynna keep warm lol ewww bitch well stay far away,1
3350,next update would amazin two celebrations added shirt well take yellow rko,2
3351,im done hoe pass squad g,1
3352,said weed trash,2
3353,rt nigger made shit coffee,0
3354,california full white trash moved oklahoma,0
3355,aye yall ima tryout bowling team frfr tryouts passed tho theres two retard,1
3356,hes definitely trash bill cohwer stanford head coach want job id hire new gm course,2
3357,yep sobs got hopes couple national guys including kipermcshay mock slipping,2
3358,im seeing amp niggers migrating liberty rd smh,0
3359,racist month fuck u honkey,0
3360,yaoooooooo mawnin yardies,2
3361,metal honkies,2
3362,soetoroobama moving country forward w vision vision downsize oppressive country get even w whitey war,0
3363,slavery prohibition letting women vote segregation jim crow laws etc etc day lol,2
3364,pornandroidiphoneipadsexxxx desi paki,2
3365,shut zoe fight pussy zoe im good man good maam move along,1
3366,white trash would call slants hindis moslems equals,0
3367,lmao girlllaaaa dont like em chunky anymore,2
3368,damn amp nigger music waking whole school morning,0
3369,want got want got americathey got word nigger want,0
3370,everybodys favorite phrase try end argument lmao faggots,0
3371,bitch youre white stfu shitty spanish,0
3372,fuck u niggas gonna mfka thing oh bitch ass wack ass nigga yall fake ass people,0
3373,say spray tan charlie crist switches back republican,2
3374,fucking faggot,0
3375,bitch thats ham face,1
3376,rt african colored car push niggerous whips,0
3377,may hustlin studied critical race theory people holder getting revenge hate whitey,0
3378,soo hanging makin brownies,2
3379,way im dude fat diet twinkies devil breakfast tacos miss breakfast tacos,2
3380,shavonne ballet middle street last night fell bitch wasnt ballet,1
3381,moist bint lobbed sword think youre ladeda king,2
3382,whys bitch boosting size isnt exactly healthy tho,1
3383,fugly queer white trash,0
3384,happppppy birthdayyyy lol niggahs really bitch,0
3385,rt niggas go broke hoes,0
3386,niggers really believe phelps smokin regular huh tell amp ill log night,0
3387,got carburetor foyer chevy c rebuilt redneck friend everybodys got one need build,1
3388,used send bitch,1
3389,sonnen faggot,0
3390,nudes trash,2
3391,bruno fag boy love,1
3392,yall dumb ass niggas pressed hoes yall weak fuck fuck weed hoes oreos,1
3393,dont ever expose females like thats childish bitch nigga shiiii,1
3394,rt im get money nigga da hoes love,0
3395,ingt nature biologygt dogs dont eat much birds everything seems human terms,2
3396,stomach pain like mufucka rt nigga thats rating bitches,1
3397,isnt ghettoits smart im idc,2
3398,jimmy want talk trash wouldve shouldve couldve chris stop talking spitting,2
3399,jk id fuck dog fuck fish pussy,0
3400,da lil bald headed bitches standn outside kevin gates tryna get,0
3401,rt niggas talk bitches days,0
3402,one problem theres pussies allowed sorry,0
3403,far tell coon tracks cab door window tractor parked trees away home,2
3404,fuck right pussy wish dude grandpa,1
3405,hoes really b birds man new,1
3406,hes behind plate game tonight az im looking buy redampyellow balkamania shirt tear,2
3407,naw dude wish theyre white trash,0
3408,shes nigger,0
3409,mock done simulator check pick team many rounds go,2
3410,rt mcrib buns contain chemical azodicarbonamide also used make yoga mats amp soles shoes,2
3411,yankees games radio good announcers,2
3412,anywere la palm trees great weather else horrible weather bitches,1
3413,ok sis shed rather broke bitch shrugs shell tell works,1
3414,phillip rivers look like almost wants call dude nigger bad play,0
3415,rt u dont want heart broken dont check nigga entertains hoes,0
3416,hats us trash tho lol,2
3417,rt black bitches turn buy hat act like jesus forgot fucking niggas park loooool,1
3418,finally got hot bitch dance came pants grinding lost chanceuwmadisonlmao,1
3419,bank robber wore zebraprint dress arrested police say,2
3420,hiho,2
3421,kinda screwed guinea pigs experimenting taste instead got interesting results,2
3422,btw genocide isnt war people gaza combatants people warsaw ghetto,2
3423,ruinacomedian charlie lapdance,2
3424,morningjoe prove wrong righties liberals use facts cons use emotions make decisions facts damned teabagger motto,1
3425,true ride die bitch fuck hahahahah,1
3426,rt whitest person tl always ghetto im sick,0
3427,yall gots betta machinery fo dat hanger ghetto,2
3428,huge yankee fanenjoy,2
3429,well know victorias secret yea cocoa puff bird fucking,1
3430,agree naturalized citizenship anchor baby amnesty go parents country origin,2
3431,enjoy itim happy youbut hate yankeesand yes sox choke,2
3432,hate niggers hate faggots hate spicskkk rally,0
3433,yall hoes nasty yall find yall sharing shared dick dirty ass female still fuck nigga,1
3434,im gonna nip right bud,2
3435,yes iam single dont mess talk anyone hoes,1
3436,bet think nochill savage huh fucking faggot,0
3437,whats youtube channel faggot,0
3438,pornandroidiphoneipadsexxxx hiddencams amateur boy fucking bitch hiddencam,1
3439,hate bitches talking shit like clearly youi like bitch wit da red door hoe,1
3440,people work companies tend trash,2
3441,think whites trying blackish socal call wiggers liberals democrats,2
3442,u got u want bitch enjoy crazy party would love attend,1
3443,forget salute trash guy bad war cairo ii sympathize w pockistan gays hurting morale thanks king,2
3444,rt wow stupid nigger lebron really came,0
3445,squak squak squak squak bird shut squak alex act defiance,2
3446,colt mccoy wins hookem hes still trash,2
3447,fault sound like fucc nicca,2
3448,redskins pretty good year,2
3449,yankee,2
3450,im yellow im sorry,2
3451,grudges weirdosand bitches,1
3452,big congrats expect blogging rube chat days get sleep need,2
3453,song ive heard good mean hes trash,2
3454,everybody mocks obama hes embarrassment usa,2
3455,lassen cc coach wants feel youll get nig doubt,0
3456,im drunk im bout bitchneed ride,1
3457,ugh,2
3458,cant fuck ol bitch niggas desert dicks,0
3459,dogs birthday get bad bitch punny,1
3460,either way schools trash,2
3461,gtrt ankle socks general faggots bro,0
3462,search gay redneck episode play,0
3463,seminoles redskins kseminole tribe got agreement themfsu pay use name,1
3464,wonder progs didnt relegate young black men ghettos keep away harry reids friends,2
3465,one wrong move consider bitch mine,1
3466,wont bite promise hes friendly bird,2
3467,bird ground still alive cant believe,2
3468,fuck spear chucker,0
3469,retarded,0
3470,singlebecause ill find cute hoosier date next year,2
3471,dressed cat halloween basic pussy,1
3472,rt would rather fuck fat chick allow nigger house,0
3473,one likes n r e c ass bitches,1
3474,shoot nigga shorty bitch,0
3475,rt yall hype bread loaf chick im chill dyke rapper,0
3476,andrewbryant poff double vision beers poff double pussy smh,1
3477,rt color entire arm black sharpie fist wifes asshole knows nigger dick feels like,0
3478,hate mom says trying move like bitch reason trying dont place live,0
3479,stfu dyke looking hoe,0
3480,tegenwoordig weet je ook al niet wat voor vlees je eetvoor je weet zebra een aap,2
3481,nicca say ballin ask em title n deeds wher clothes n keys,0
3482,bird flew window hope hes okay,2
3483,even blogger doesnt moxy credentials anything create brand,2
3484,lynch mob thugs threaten zimmerman jury nggas coming bitch assjury hatred wont stop flowingwar,0
3485,rt us ghettosdriven liberal ideology forged unions amp bankrupted selfserving dems catering parasitestcot,0
3486,faggot read tweets dat k wasnt even funny lol,1
3487,lightskin mf lmfaooo ight white bitch lol,1
3488,lt nudes trash,2
3489,ok wat ever u say whitey u prolly never even seen shaft,0
3490,rt automatically suspicious white folk try hard show like us darkies,0
3491,fk im never wearing headband either dont hoop like lil bitch tho,1
3492,nig jus said aint nuttin worse den fat loud hoetru fuckin story,0
3493,dont get wrong g id hunt birds thats lot work amp well aint hungry,2
3494,watch prust tries hit hank break play pussy attempt pussy mtlhockey,1
3495,rt stop stalkin girl social media u bitch ass nigga,0
3496,lmaooo rt tranny open jar pickles,0
3497,find one beat nathan moons head ice ol andrew straight trash far hockey,2
3498,vietgoddamnnam thats happened go get beer bitch,1
3499,stopwhitepeople rt cases west nile virus infections reported orange county year dead birds found carrying virus,2
3500,bitchslapthursdays nite pure passion doors open watching game bitch,1
3501,word bird,2
3502,nl queen reminded still dont get janelle monae perplexed people think shes queer,1
3503,yeahcause anyone thinks clown went buy oreos stupid look,2
3504,looks like lesssquintyeyed hmm,2
3505,nicca gotta team full worsum hoes,1
3506,im happy morning shave pussy cuteness always sets good dayu need dick,1
3507,cant see im flipping bird,2
3508,hate dyke,0
3509,lingo niccas tryn talk like,1
3510,wishin local takes da yankee game spoil,2
3511,dont trash,2
3512,wanna get money fuck model bitches russell simmons,1
3513,remember bro dont show people,1
3514,u cant love dont love hoes,1
3515,youre really cool youre good basketball zebra,2
3516,rt please thanks pierced pussy come across timeline,1
3517,trash,2
3518,bitch get,1
3519,pissed lad past would lick dirty soles slept,2
3520,wasnt bad though drawing conclusions white america based person poll slippery slope,2
3521,anncoulter still calling obama community organizer syria well still cunt well,1
3522,thats happens date colored,0
3523,hope charlie strong utcoach,2
3524,fucking hate bitch much wanna smack face tongue kiss,1
3525,oh god love victoria mitchell bitches love,1
3526,mom dont call girl bitch thats somebodys daughtersisterniece somebodys bitch,1
3527,rt bdubs packed beaners,0
3528,need thank killing niggers reward dis pal graduation,0
3529,rt like romeo chances think youre faggot,0
3530,rt lmaoooo bunch fags,0
3531,coons yall amazing,2
3532,fuck miley tranny looking damn ass nigga,0
3533,bobby bitchby getting live fuck hell yea play hoe workout,1
3534,aint shit like fucking another nigga bitch askin pussy say lmao bitch im stealing pussy lol,0
3535,rt really hate attention seeking hoes hope die,0
3536,ghetto motherfuckers missy elliott,1
3537,amen miley dont need act like hoe bc shes emotionally damaged foh,1
3538,u spent significant time ghetto witnessed years terrorism committed police black community,2
3539,hey folk nigger loving jew boy asked making death threats goat fucking people fuck,0
3540,im sick self serving politicians standing bo trashes america wearerepublicnotregime impeachobama,2
3541,mixtape sell sole got bangers,2
3542,ask imma eat pussy,1
3543,one goes psychiatry help people people immoral everyone works field pure trash,0
3544,think niggas end kids fucking ugly bitches,0
3545,photo sole heaven,2
3546,one followers somebody bitch dont,1
3547,bitch fat ass way live u young shit gonna get old tho lot dents,1
3548,today long practice bitch wasnt,1
3549,pussy ride dick like jamaican gt amp,1
3550,medal hate fags wont kill medal thank u privilege let fags live,0
3551,racist tx trash enjoy high along gop win substitute racist loss,2
3552,goldbar dumb bitch dad wouldnt pick doesnt like faggots like,0
3553,holders justice department isnt interested facts ferguson race hustling bitches disgraceful,0
3554,lol already made im waiting brownies finish,2
3555,rawr rt sexy french scally love frenchscally sexy scally woof woof,2
3556,trust say jesuschrist would killing faggots came back life todays day agegt spartacus rome,0
3557,goofy rt goofy niggas simp chicks community pussy,1
3558,hoes suck dick cus look like john stockton hit em wit choppa luke fatherrr,1
3559,would wanna green ranger hes evil duh bitch,1
3560,momma said pussy cats inside doghouse,2
3561,let girl handcuff bed thinkin gon something freaky bitch went phone,1
3562,mean one colored crayons isnt copacetic,2
3563,alyssa ignoring bitch better text back cause im serious fuck u smokey,1
3564,means trash lol,2
3565,man ducked like true hick would split white trash faggot lid,0
3566,congratulations officially fucking retarded,0
3567,rt yass bitch yass soon,1
3568,wasnt serious bitch bitch niggas named aint fuccing witcho ass making shit,0
3569,hoe dont make put screenshots texts hoe,0
3570,yankees sec robertson guy fantastic sec pitcher,2
3571,big fucking dealcry baby niggers,0
3572,trash,2
3573,ucfpinkparty come stay alive knights nation still early bird special comeatmeut,2
3574,havent evolved human typical meathead redneck pity dont know freedom,2
3575,real life faggot ever fight another man fucked girl gotta take l like man move,0
3576,birds feather flock together yall,2
3577,apolonia gardner imperial ca misspells phalarope bird resembles sandpiper dreaded schwa spellingbee,2
3578,bitch couldnt pay get dem pregnant fr fam ion see niccas poppin kids,1
3579,didnt open das asked cus thought yu ate wat pork chops yellow rice n beans,2
3580,shame selfhating kike jews gds chosen people,0
3581,looks like little porch monkey,2
3582,mock draft,2
3583,smh bitches haters dare blackgirls jealousy yooo loool,1
3584,love white noise love delillo ive resisted reading house leaves years mocks shelf,2
3585,gay stfu dumb monkey,0
3586,im sarcastic lil bitch loves sleep eat,1
3587,randies fags,0
3588,need bitch drop niggah,0
3589,faggot sack,0
3590,bet charlie strong contacted ridley,2
3591,bored hell shoulda answered phone calls bitch rather bored,1
3592,yellow,2
3593,rt light beer mean faggot piss overly powered man,0
3594,one current yankee sells one current bosox sells one player la team sells teams yeah,2
3595,look like little birds help get dressed morning,2
3596,sowhite people selling african art cool okay blackish redskins doublestandard,2
3597,ur wrong stupid nigger,0
3598,rt ever see someones account think wow faggot time cant unfollow bc u cant,0
3599,dont bend way queer thanks offer flattering,0
3600,fuck brett farve redneck ass stuckup dont give damn lol campus acting like shit,0
3601,gotta love rednecks loud stupid stubborn full schitt,0
3602,bad ass local bitches,1
3603,people fucking retarded lol,0
3604,peopletoavoid valerie jarrett control reflex bitch slap,1
3605,aye respect ya hustle dont tweet anymore trash ass videosthank u kindly,2
3606,fucking god bruh birds southridge front house,1
3607,happen vixen ent bitches got ran threw side like foothill bitch,1
3608,shes sending nudes snap chats one guys favorites hoe,1
3609,know nigga rapist yall hoes dumb melts,0
3610,bird hat hats hats beat,2
3611,uhh messi trash im flattered games scorre,2
3612,miami keepernot hard find hoes like brain wrestle,1
3613,car hopping different world ghetto guys tried asking number lol ghetto tho,2
3614,faux noise pundits dont like duck molester proslavery racist homophobic teabagger darling phil robertson either,0
3615,football nigga kiss isis wifebeater faggotsgt see yougt shout radical islamnation yogt,0
3616,lol good got nasty rednecks back take care business serious,1
3617,u little bitch chris aint six bitch allisons mom,1
3618,aint ever gonna slice bitch kevin hart,1
3619,rt got niggas amp got bitches,0
3620,pornandroidiphoneipadsexxxx anal hardcore british queer anal pounding,1
3621,course cooders nudes trash lives dmv expect,1
3622,looks like plastic monkey doll,2
3623,tim tebow got cut every team nfl already got hoes starkville smh,1
3624,rt gee isnt cracker racist term tired race baiters,0
3625,want bitches big boooty bitches,1
3626,gotta ghetto fool,2
3627,youll make team niggas trash lol,0
3628,yep donttryme bitch bitchmode testme truth trust,1
3629,yeah right know mexicans bringing family hoe finna packed,0
3630,lmfao cat started beating shit nigga finally got pussy nigga,1
3631,really asked dead ass serious tho could say bitch wheet lol,1
3632,im sorry offended called bitch honestly thought knew,1
3633,aint fair since like havent wanted go since either reason many niggers,0
3634,im saying like birdeating spider something bet coulda done,2
3635,hey teabagger bohner said got wanted sequester sound like moron everyone knows lying,2
3636,see picture smoking man god disgraceful nig sir embarrassment,0
3637,yeah one called race traitor lol,2
3638,birds feather flock together,2
3639,white bitch tried set racial war lol bitch impossible im smarter,0
3640,dont judge monkey,2
3641,u want make u one ghetto nunchucks come singles double_ended,2
3642,rt pussy niggas suck dick cry someone mentions tweet person cry,0
3643,oregon losing oregon ahhhahahaha faggots,0
3644,agree fellow cracker,0
3645,rt real nigga gone teach bitch game run,0
3646,didnt think knew bird couldnt tamed cajuncharm,2
3647,spelled faggots e youre cool lol,0
3648,loves austin webber boon hcota,2
3649,rt brees trash since,1
3650,rt hoe ya grandma got tattoo,1
3651,rt might couple cotton pickers spurs play unselfish white man basketball,0
3652,somebody gonna die rt theres bitch njt setting lean tweet,1
3653,rayrice still bitch got one wrong women fans livid noexcuses,1
3654,bo rt bruh lol retired mw everything trash afterwards,2
3655,town movie friends stabbed nig times got sent prison justice,0
3656,fact start forprofit university would sole requirement graduation,2
3657,fact females tweet dayum day r hoes need attention ijs wontgetme,1
3658,coons,0
3659,faggots page cant theyfaggots offend,0
3660,folks bad im talk trash,1
3661,cavs trash heat trash smhpat gotta make trades,2
3662,haha im shocked barca got yellow cards time,2
3663,sounds like gypos used time lived,2
3664,ugly emo trash go cut,0
3665,citizen said maria spic,0
3666,also put touch nedchuck mix,2
3667,happy birthday coon ass nigga buckcity,0
3668,purple monkey,2
3669,apple need add colored emoji,2
3670,fuck wit us tweakin hoe shmurda,1
3671,cracker jack work cdc ya think checking plane full people,2
